10 36
20 726
30 2061
40 7758
50 22034
60 29767
70 73543
80 115656
90 188679
100 302783
110 437846
120 609354
130 880883
140 1150066
150 1583515
160 2024991
170 2769821
180 3316345
190 4183358
200 4974250
