10 21
20 463
30 1926
40 7781
50 14393
60 36587
70 61919
80 92550
90 174541
100 239347
110 364879
120 535438
130 732729
140 985210
150 1301158
160 1827924
170 2179572
180 2987598
190 3597878
200 4526085
